"Año","Mes","Region","Sub_Total"
"2012","11","Pacific","782.99"
"2012","11","Europe","2049.0982"
"2012","11","Europe","2071.4196"
"2012","11","Pacific","1000.4375"
"2012","11","North America","2049.0982"
"2012","11","Europe","2181.5625"
"2012","11","Europe","2181.5625"
"2012","11","Europe","782.99"
"2012","11","Europe","2049.0982"
"2012","11","Europe","2049.0982"
"2012","11","North America","782.99"
"2012","11","North America","782.99"
"2012","11","North America","782.99"
"2012","11","North America","2049.0982"
"2012","11","North America","2071.4196"
"2012","11","Pacific","2071.4196"
"2012","11","Europe","2181.5625"
"2012","11","Europe","782.99"
"2012","11","North America","1000.4375"
"2012","11","North America","1000.4375"
"2012","11","North America","2443.35"
"2012","11","North America","2071.4196"
"2012","11","North America","2071.4196"
"2012","11","North America","782.99"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","2443.35"
"2012","11","North America","2049.0982"
"2012","11","Europe","2181.5625"
"2012","11","Europe","1000.4375"
"2012","11","Europe","782.99"
"2012","11","Europe","2181.5625"
"2012","11","Europe","2071.4196"
"2012","11","Europe","2049.0982"
"2012","11","North America","2071.4196"
"2012","11","North America","782.99"
"2012","11","Pacific","2443.35"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","2071.4196"
"2012","11","Europe","782.99"
"2012","11","Pacific","2049.0982"
"2012","11","Europe","1000.4375"
"2012","11","Europe","1000.4375"
"2012","11","Europe","782.99"
"2012","11","North America","2181.5625"
"2012","11","Europe","2049.0982"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","782.99"
"2012","11","Europe","2181.5625"
"2012","11","North America","2443.35"
"2012","11","Europe","2049.0982"
"2012","11","North America","2049.0982"
"2012","11","North America","2071.4196"
"2012","11","North America","782.99"
"2012","11","Pacific","2071.4196"
"2012","11","Pacific","2071.4196"
"2012","11","Europe","1000.4375"
"2012","11","Europe","2181.5625"
"2012","11","North America","2443.35"
"2012","11","North America","2181.5625"
"2012","11","Europe","2071.4196"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","1000.4375"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","782.99"
"2012","11","Europe","1000.4375"
"2012","11","North America","2443.35"
"2012","11","Europe","2049.0982"
"2012","11","North America","2049.0982"
"2012","11","Pacific","2443.35"
"2012","11","Pacific","2181.5625"
"2012","11","North America","2049.0982"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","2049.0982"
"2012","11","Europe","2181.5625"
"2012","11","Europe","2443.35"
"2012","11","Europe","2443.35"
"2012","11","Europe","2181.5625"
"2012","11","Europe","1000.4375"
"2012","11","Europe","782.99"
"2012","11","Europe","2181.5625"
"2012","11","North America","1000.4375"
"2012","11","Europe","2071.4196"
"2012","11","North America","782.99"
"2012","11","North America","782.99"
"2012","11","North America","782.99"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","2181.5625"
"2012","11","Europe","2181.5625"
"2012","11","Europe","2071.4196"
"2012","11","Europe","2071.4196"
"2012","11","Pacific","2443.35"
"2012","11","Pacific","2181.5625"
"2012","11","Pacific","2443.35"
"2012","11","Pacific","2443.35"
"2012","11","Europe","2443.35"
"2012","11","Europe","782.99"
"2012","11","Europe","2181.5625"
"2012","11","Pacific","1000.4375"
"2012","11","Pacific","2049.0982"
"2012","11","Pacific","2071.4196"
"2012","11","Pacific","782.99"
"2012","11","North America","35984.4499"
"2012","11","North America","7046.91"
"2012","11","North America","414.4407"
"2012","11","Europe","878.358"
"2012","11","North America","22956.3155"
"2012","11","North America","80097.995"
"2012","11","North America","33.7745"
"2012","11","North America","1394.0205"
"2012","11","North America","3288.558"
"2012","11","North America","20553.594"
"2012","11","North America","80857.134"
"2012","11","North America","37020.0401"
"2012","11","North America","45.588"
"2012","11","North America","627.768"
"2012","11","North America","18986.0765"
"2012","11","North America","8874.407"
"2012","11","North America","71599.4665"
"2012","11","North America","8742.9763"
"2012","11","North America","1548.5749"
"2012","11","North America","3288.558"
"2012","11","North America","53989.976"
"2012","11","North America","42079.4855"
"2012","11","North America","647.994"
"2012","11","North America","30333.7908"
"2012","11","North America","24351.9855"
"2012","11","Europe","24987.5865"
"2012","11","North America","647.994"
"2012","11","North America","63864.7068"
"2012","11","North America","40230.98"
"2012","11","North America","1275.0469"
"2012","11","North America","21705.4863"
"2012","11","North America","29407.0435"
"2012","11","North America","2818.764"
"2012","11","Europe","4802.334"
"2012","11","North America","41665.7599"
"2012","11","North America","1499.1678"
"2012","11","North America","36874.6869"
"2012","11","North America","26692.5733"
"2012","11","North America","32159.5245"
"2012","11","North America","24016.5101"
"2012","11","North America","35765.7551"
"2012","11","Europe","30663.3284"
"2012","11","Europe","4228.146"
"2012","11","North America","4228.146"
"2012","11","Europe","3847.9347"
"2012","11","North America","39579.4797"
"2012","11","North America","23264.4941"
"2012","11","North America","3758.352"
"2012","11","North America","54444.9062"
"2012","11","North America","2631.8687"
"2012","11","North America","46261.8667"
"2012","11","North America","403.8704"
"2012","11","North America","469.794"
"2012","11","North America","1308.9375"
"2012","11","North America","197.976"
"2012","11","North America","4228.146"
"2012","11","North America","22843.3007"
"2012","11","North America","4228.146"
"2012","11","North America","85919.8459"
"2012","11","North America","9865.674"
"2012","11","Europe","1899.3625"
"2012","11","North America","28063.2571"
"2012","11","North America","469.794"
"2012","11","North America","209.256"
"2012","11","North America","469.794"
"2012","11","Europe","2181.5625"
"2012","11","Europe","2181.5625"
"2012","11","North America","1000.4375"
"2012","11","Pacific","2443.35"
"2012","11","North America","2071.4196"
"2012","11","North America","782.99"
"2012","11","North America","782.99"
"2012","11","Pacific","1000.4375"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2071.4196"
"2012","12","Europe","782.99"
"2012","12","Europe","782.99"
"2012","12","Europe","782.99"
"2012","12","Europe","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2071.4196"
"2012","12","North America","2181.5625"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2181.5625"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","Europe","2181.5625"
"2012","12","Europe","782.99"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2071.4196"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","Europe","2443.35"
"2012","12","Europe","2443.35"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2071.4196"
"2012","12","North America","782.99"
"2012","12","North America","782.99"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","North America","1000.4375"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2071.4196"
"2012","12","North America","2071.4196"
"2012","12","North America","782.99"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Europe","2443.35"
"2012","12","Europe","2181.5625"
"2012","12","North America","2181.5625"
"2012","12","North America","2071.4196"
"2012","12","North America","2071.4196"
"2012","12","North America","2071.4196"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","1000.4375"
"2012","12","Pacific","2049.0982"
"2012","12","Europe","2181.5625"
"2012","12","Europe","782.99"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2049.0982"
"2012","12","North America","782.99"
"2012","12","North America","782.99"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","1000.4375"
"2012","12","Pacific","782.99"
"2012","12","Pacific","782.99"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2049.0982"
"2012","12","North America","2443.35"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","1000.4375"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2071.4196"
"2012","12","North America","2071.4196"
"2012","12","North America","782.99"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2181.5625"
"2012","12","Europe","1000.4375"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2181.5625"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Europe","2049.0982"
"2012","12","North America","2049.0982"
"2012","12","North America","2071.4196"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Europe","2181.5625"
"2012","12","Europe","782.99"
"2012","12","Europe","782.99"
"2012","12","Pacific","2443.35"
"2012","12","North America","2071.4196"
"2012","12","North America","782.99"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Europe","2071.4196"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2443.35"
"2012","12","North America","1000.4375"
"2012","12","North America","2443.35"
"2012","12","North America","782.99"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2049.0982"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Europe","2181.5625"
"2012","12","Europe","1000.4375"
"2012","12","North America","1000.4375"
"2012","12","North America","2049.0982"
"2012","12","North America","2071.4196"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2071.4196"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2443.35"
"2012","12","Europe","782.99"
"2012","12","North America","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","1000.4375"
"2012","12","Europe","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","782.99"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2071.4196"
"2012","12","Europe","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2071.4196"
"2012","12","Europe","782.99"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","1000.4375"
"2012","12","Europe","2181.5625"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2181.5625"
"2012","12","North America","1000.4375"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","1000.4375"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Europe","2181.5625"
"2012","12","Europe","1000.4375"
"2012","12","Europe","2071.4196"
"2012","12","Europe","782.99"
"2012","12","North America","1000.4375"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","North America","782.99"
"2012","12","North America","782.99"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Pacific","782.99"
"2012","12","Europe","2443.35"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2071.4196"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","North America","782.99"
"2012","12","Europe","2071.4196"
"2012","12","North America","1000.4375"
"2012","12","North America","2443.35"
"2012","12","Pacific","782.99"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2071.4196"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","782.99"
"2012","12","Europe","782.99"
"2012","12","Pacific","2443.35"
"2012","12","North America","2049.0982"
"2012","12","Europe","2443.35"
"2012","12","North America","2443.35"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2049.0982"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2181.5625"
"2012","12","Europe","2181.5625"
"2012","12","Europe","1000.4375"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2181.5625"
"2012","12","Pacific","782.99"
"2012","12","Pacific","782.99"
"2012","12","Europe","782.99"
"2012","12","Europe","2443.35"
"2012","12","North America","782.99"
"2012","12","Pacific","2049.0982"
"2012","12","Pacific","1000.4375"
"2012","12","Pacific","2181.5625"
"2012","12","Europe","2049.0982"
"2012","12","Europe","2443.35"
"2012","12","North America","2181.5625"
"2012","12","Pacific","2443.35"
"2012","12","Pacific","2181.5625"
"2012","12","North America","2049.0982"
"2012","12","North America","2071.4196"
"2012","12","North America","2049.0982"
"2012","12","North America","5168.5696"
"2012","12","North America","17259.8627"
"2012","12","North America","205.146"
"2012","12","North America","1839.291"
"2012","12","North America","209.256"
"2012","12","North America","404.865"
"2012","12","North America","7046.91"
"2012","12","North America","2595.6818"
"2012","12","North America","489.9805"
"2012","12","North America","4697.94"
"2012","12","North America","136.764"
"2012","12","North America","251.4772"
"2012","12","North America","1242.8518"
"2012","12","North America","88446.7968"
"2012","12","North America","48743.2715"
"2012","12","North America","1320.6349"
"2012","12","North America","22.794"
"2012","12","Europe","647.994"
"2012","12","North America","2348.97"
"2012","12","North America","38334.652"
"2012","12","North America","263.25"
"2012","12","North America","1411.8109"
"2012","12","Europe","38285.4856"
"2012","12","Europe","25710.6223"
"2012","12","North America","159.558"
"2012","12","North America","8158.241"
"2012","12","Europe","42740.6653"
"2012","12","North America","22577.6026"
"2012","12","North America","1242.8518"
"2012","12","North America","11275.056"
"2012","12","North America","6123.1246"
"2012","12","North America","23623.3817"
"2012","12","North America","418.512"
"2012","12","North America","10532.3468"
"2012","12","North America","2641.2698"
"2012","12","North America","20078.2551"
"2012","12","North America","209.256"
"2012","12","North America","79070.5683"
"2012","12","North America","647.994"
"2012","12","Europe","24617.2453"
"2012","12","North America","469.794"
"2012","12","North America","343.996"
"2012","12","North America","1229.4589"
"2012","12","North America","672.2505"
"2012","12","North America","1229.4589"
"2012","12","North America","24715.3619"
"2012","12","North America","23124.2315"
"2012","12","North America","42594.4535"
"2012","12","North America","324.4527"
"2012","12","North America","5637.528"
"2012","12","North America","1389.0169"
"2012","12","North America","40433.3035"
"2012","12","North America","43681.833"
"2012","12","North America","20053.9916"
"2012","12","North America","22243.3338"
"2012","12","North America","44603.9551"
"2012","12","North America","66265.3313"
"2012","12","North America","6375.2345"
"2012","12","Europe","4999.6105"
"2012","12","North America","1242.8518"
"2012","12","North America","78580.1157"
"2012","12","North America","17060.9144"
"2012","12","North America","25503.1481"
"2012","12","North America","606.996"
"2012","12","North America","17494.4072"
"2012","12","North America","44669.7475"
"2012","12","North America","25187.5169"
"2012","12","North America","15161.9116"
"2012","12","North America","74.838"
"2012","12","North America","1409.382"
"2012","12","North America","6577.116"
"2012","12","North America","141.615"
"2012","12","North America","4228.146"
"2012","12","North America","5054.5996"
"2012","12","North America","25124.6122"
"2012","12","North America","33016.168"
"2012","12","North America","20038.3553"
"2012","12","North America","41513.136"
"2012","12","North America","24520.0453"
"2012","12","Europe","53917.6388"
"2012","12","North America","7986.498"
"2012","12","North America","68.382"
"2012","12","North America","1320.6349"
"2012","12","North America","12684.438"
"2012","12","North America","44130.0247"
"2012","12","North America","38994.1166"
"2012","12","North America","24252.0932"
"2012","12","Europe","10805.262"
"2012","12","North America","74205.0084"
"2012","12","North America","1879.176"
"2012","12","Europe","43071.7873"
"2012","12","North America","1416.8495"
"2012","12","North America","141.615"
"2012","12","North America","31128.3693"
"2012","12","North America","10335.468"
"2012","12","Europe","5031.8056"
"2012","12","North America","736.1455"
"2012","12","North America","70164.5193"
"2012","12","North America","2348.97"
"2012","12","North America","33688.8473"
"2012","12","North America","22820.8449"
"2012","12","North America","20987.1856"
"2012","12","North America","939.588"
"2012","12","North America","209.256"
"2012","12","North America","198.036"
"2012","12","North America","324.4527"
"2012","12","North America","5054.5996"
"2012","12","North America","26581.4832"
"2012","12","North America","82168.7862"
"2012","12","North America","736.1455"
"2012","12","North America","23586.0261"
"2012","12","North America","1877.4529"
"2012","12","North America","62702.5353"
"2012","12","North America","23097.0182"
"2012","12","North America","2527.2998"
"2012","12","North America","577.782"
"2012","12","North America","1308.9375"
"2012","12","North America","3995.3819"
"2012","12","North America","66688.4432"
"2012","12","North America","17782.3246"
"2012","12","North America","10830.0207"
"2012","12","North America","50953.322"
"2012","12","North America","50262.906"
"2012","12","Europe","939.588"
"2012","12","North America","7736.0481"
"2012","12","Europe","7490.7234"
"2012","12","Europe","6107.322"
"2012","12","North America","55911.9636"
"2012","12","North America","43394.4135"
"2012","12","North America","489.9805"
"2012","12","North America","35380.64"
"2012","12","North America","4085.4098"
"2012","12","North America","2181.5625"
"2012","12","North America","2443.35"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2071.4196"
"2012","12","Pacific","2443.35"
"2012","12","North America","2071.4196"
"2012","12","North America","2071.4196"
"2012","12","North America","1000.4375"
"2012","12","North America","1000.4375"
"2012","12","Pacific","782.99"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","Pacific","1000.4375"
"2013","1","Europe","1000.4375"
"2013","1","Europe","1000.4375"
"2013","1","Europe","2049.0982"
"2013","1","Europe","782.99"
"2013","1","Europe","782.99"
"2013","1","Europe","2071.4196"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","782.99"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Europe","2181.5625"
"2013","1","Europe","782.99"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2071.4196"
"2013","1","North America","2071.4196"
"2013","1","North America","1000.4375"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","2181.5625"
"2013","1","North America","782.99"
"2013","1","Pacific","782.99"
"2013","1","Europe","2181.5625"
"2013","1","North America","2181.5625"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2071.4196"
"2013","1","North America","2049.0982"
"2013","1","North America","2049.0982"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","North America","2443.35"
"2013","1","Europe","2049.0982"
"2013","1","Europe","2071.4196"
"2013","1","North America","2049.0982"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2443.35"
"2013","1","North America","2049.0982"
"2013","1","North America","2049.0982"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","Europe","1000.4375"
"2013","1","Europe","1000.4375"
"2013","1","Europe","782.99"
"2013","1","North America","2181.5625"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","North America","782.99"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Europe","2049.0982"
"2013","1","Europe","2049.0982"
"2013","1","Europe","2049.0982"
"2013","1","Europe","782.99"
"2013","1","Europe","782.99"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","North America","2071.4196"
"2013","1","North America","2181.5625"
"2013","1","Europe","2071.4196"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","North America","2071.4196"
"2013","1","North America","2049.0982"
"2013","1","Pacific","2443.35"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Europe","2443.35"
"2013","1","Europe","782.99"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2071.4196"
"2013","1","North America","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Europe","1000.4375"
"2013","1","Europe","1000.4375"
"2013","1","Europe","2049.0982"
"2013","1","North America","2443.35"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2181.5625"
"2013","1","North America","1000.4375"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2181.5625"
"2013","1","Europe","1000.4375"
"2013","1","North America","2181.5625"
"2013","1","North America","2181.5625"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","North America","1000.4375"
"2013","1","North America","782.99"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","North America","1000.4375"
"2013","1","North America","782.99"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2071.4196"
"2013","1","Pacific","782.99"
"2013","1","Europe","2049.0982"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","North America","2049.0982"
"2013","1","Europe","2443.35"
"2013","1","Europe","2181.5625"
"2013","1","Europe","1000.4375"
"2013","1","Europe","2071.4196"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2049.0982"
"2013","1","Pacific","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Europe","2181.5625"
"2013","1","Europe","1000.4375"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2443.35"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","Pacific","782.99"
"2013","1","Europe","2181.5625"
"2013","1","Europe","782.99"
"2013","1","North America","2181.5625"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2071.4196"
"2013","1","North America","1000.4375"
"2013","1","North America","2049.0982"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Europe","1000.4375"
"2013","1","Europe","782.99"
"2013","1","Europe","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2049.0982"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","Pacific","1000.4375"
"2013","1","Pacific","1000.4375"
"2013","1","Europe","2071.4196"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","Europe","2071.4196"
"2013","1","Europe","782.99"
"2013","1","Europe","782.99"
"2013","1","North America","2181.5625"
"2013","1","Pacific","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","2443.35"
"2013","1","North America","782.99"
"2013","1","Pacific","782.99"
"2013","1","North America","782.99"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","Europe","2071.4196"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2181.5625"
"2013","1","North America","2049.0982"
"2013","1","North America","2071.4196"
"2013","1","North America","1000.4375"
"2013","1","North America","782.99"
"2013","1","Pacific","2049.0982"
"2013","1","Europe","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Europe","2181.5625"
"2013","1","Europe","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Europe","2443.35"
"2013","1","Europe","782.99"
"2013","1","Europe","2049.0982"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2443.35"
"2013","1","North America","1000.4375"
"2013","1","Pacific","2181.5625"
"2013","1","Pacific","2443.35"
"2013","1","Pacific","782.99"
"2013","1","Pacific","782.99"
"2013","1","Europe","2443.35"
"2013","1","Europe","782.99"
"2013","1","Europe","782.99"
"2013","1","North America","2443.35"
"2013","1","Pacific","2049.0982"
"2013","1","North America","782.99"
"2013","1","North America","782.99"
"2013","1","Europe","2181.5625"
"2013","1","Pacific","2181.5625"
"2013","1","North America","1000.4375"
"2013","1","Europe","2181.5625"
"2013","1","Europe","782.99"
"2013","1","Europe","782.99"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2071.4196"
"2013","1","Pacific","2049.0982"
"2013","1","North America","2049.0982"
"2013","1","North America","782.99"
"2013","1","North America","67.539"
"2013","1","North America","6509.2516"
"2013","1","North America","2818.764"
"2013","1","North America","13624.026"
"2013","1","North America","107.988"
"2013","1","North America","1275.0469"
"2013","1","North America","45.588"
"2013","1","Europe","32730.2215"
"2013","1","North America","2595.6818"
"2013","1","Europe","1308.9375"
"2013","1","North America","1242.8518"
"2013","1","North America","6192.8825"
"2013","1","North America","469.794"
"2013","1","North America","624.7205"
"2013","1","North America","67.549"
"2013","1","North America","198.036"
"2013","1","North America","648.9054"
"2013","1","North America","2186.5347"
"2013","1","Europe","182.352"
"2013","1","North America","648.9054"
"2013","1","North America","2539.6638"
"2013","1","North America","34218.0617"
"2013","1","North America","41071.8424"
"2013","1","Europe","8629.0063"
"2013","1","North America","38254.4351"
"2013","1","North America","36476.2562"
"2013","1","North America","667.83"
"2013","1","North America","546.9942"
"2013","1","Europe","2525.4469"
"2013","1","North America","14819.6397"
"2013","1","North America","13841.621"
"2013","1","North America","2472.3107"
"2013","1","North America","67.539"
"2013","1","North America","17725.0947"
"2013","1","North America","7046.91"
"2013","1","North America","1833.8864"
"2013","1","North America","80564.8492"
"2013","1","North America","45662.0012"
"2013","1","North America","36850.5686"
"2013","1","North America","5009.0116"
